word,definition
نكه,(نَكَهَتِ) الشَّمسُ -َ نَكْهًا: اشتَدَّ حرُّها. و- فلانٌ: أخرج نَفَسَه إلى أنف الآخَر. ويقال: نَكَه على فلان، ولفلانٍ، وفي وجه فلان. و- فلاناً: تشمَّمَ رائحة فمه. ; (نَكِهَ) - نَكَهاً: أخرج نفَسَه إلى أَنف غيره. و- فلاناً: نَكَهَه. ; (نُكِهَ) فلانٌ: تغيَّرَت رائحة فمه من التُّخمَة. ; (النَّكْهَةُ): رائحةُ الفم. يقال: هو طيِّبُ النَّكْهَة.
نكى|نكي,(نَكَى) العَدُوَّ، وفيه-ِ نِكَايةً: أَوقعَ به. و- هَزَمَه وغَلَبَه. ; (نَكِيَ) العَدُوُّ -َ نَكَى: انهزم وغُلِب وقُهِرَ.
نلنل,(النُّلْنُلُ): الشَّيْخُ الضعيف.
نمر,"(نَمَرَ) في الجبل والشجَر -ُ نَمْرًا: علا فيهما وصعَّد. ; (نَمِرَ) - نَمَرًا، ونُمْرَة: كان على شِبْهِ النَّمر، وهو أَن تكون فيه بُقْعَةٌ بيضاء وبقعةٌ أخرى على أيّ لونٍ كان. يقال: نَمِرَ السَّحابُ. فهو نمِرٌ، وهي نَمِرَةٌ. وفي المثل: ""أَرِنيها نَمِرةً أُرِكَهَا مَطِرَةً"". وهو أَنْمَرُ، وهي نَمْرَاءُ. (ج) نُمْرٌ. و- فلانٌ: غَضِب وساءَ خُلُقُهُ فَصَارَ كالنَّمِر؛ لأنَّه لا يُلفَى إلا غضبانَ. فهو نَمِرٌ. ; (أَنْمَرَ) فلانٌ: صادف ماءً نَمِيرًا. ; (نَمِرَ) فلانٌ: غضِب وساءَ خُلُقُه. و- وجْهَهُ: غيَّرَهُ وعبَّسَه. و- الشيءَ: لوَّنه بلون النَّمِر. يقال: بُرْدةٌ مُنَمَّرَة. وأقبلت نُمَيرٌ. وما نمَّروا: أي ما جمَّعوا من قومهم: قال دريد: فأبلغُ سُليمًا وأَلفافَها وأبلِغ نُمَيرًا وما نَمَّرُوا ; (تَنَمَّرَ) تشبَّهَ بالنَّمر في لونه أو طبعه. ويقال: تنمَّر لفلانٍ: تنكَّر له وأوعده. و- مدَّد في صَوته عند الوعيد. ; (الأنْمَرُ) ما فيه نُمْرَة بَيْضَاء وأخرى على أَي لون كانَ. يقال: فرسٌ أَنْمَرُ، وثوب أَنْمَرُ. وهيَ نَمْرَاء. (ج) نُمْرٌ. ; (المُنَمَّرُ): ما فيه نُقَطٌ سُودٌ وأُخرى بِيضٌ. يقال: طَيْرٌ مُنَمَّراتٌ، وبُرُدٌ منَمَّرَةٌ. ; (النَّامِرَة): حديدةٌ لها كلاليبُ تُجعَلُ فيها لحمةٌ يُصَاد بها الذِّئب. ; (النَّامُورُ): الدَّمُ. ; (النَّمِرُ): حيوانٌ مفترسٌ أرقَطُ من الفصيلة السِّنَّورية ورتبة اللواحم. ; (النِّمْرُ): النَّمِرُ. ; (النَّمِرَةُ): أنثى النَّمِر. و- القطعة من السّحاب المكوَّن من قطعٍ صَغارٍ متدانٍ بعضُها من بَعْضٍ. (ج) نَمِرٌ. و- كِسَاء فيه خطوطٌ بيضٌ وسود. (ج) نِمَارٌ. و- النامِرَةُ. ; (النُّمْرةُ): النُّكْتَةُ من أيِّ لَوْنٍ كانت. و- البَلَقُ. (ج) نُمَرٌ. ; (النَّمِيرُ) من الماء: الطَّيِّبُ الناجع في الرِّيِّ. ويقال: له حَسَبٌ نَمِيرٌ: زاكٍ."
نمس,(نَمَسَ) السِّرّ -ِ نَمْسًا: كتَمَه. و- فلانًا: سارَّهُ. ; (نَمِسَ) السَّمْنُ والطَّيبُ ونحوُهُما -َ نَمَسًا: فَسَدَ و- بفلان: نُمّ به. فهو نَمِسٌ. ; (أَنْمَسَ) بين القوم: أَفْسَد وأَغرى. ; (نَامَسَ) الصَّائد: دَخَل الْبَيْتَ الذي يستتر فيه للصَّيْد. ; (نَمَّسَ) الشَّعْرُ: أصَابه دُهْنٌ فَتَوَّسخَ. و- السَّمْنُ والجُبْنُ ونحوُهُمَا: أخذ يَفْسُد ويُنْتِن. فهو مُنَمِّسٌ. و- عليه الأمرَ: لبَّسَهُ عليه ودَلَّس. و- العَرَقُ الجَسَدَ: بَلَّلَهُ. ; (أنمس) فلانٌ انِّمَاسًا: استَتَر. و- في الشيء: دَخَل. ; (تَنَمَّسَ) الصَّائدُ: اتَّخذ بيتًا يستتر فيه للصَّيْد. و- الأمرُ: تَلَبَّسَ. ; (الأنْمَسُ): الأكدَرُ. وهي نَمْسَاءُ. (ج) نُمْسٌ. ; (الناَّمُوسُ): صَاحب سرِّ الرَّجل، والذي يطلعه دُون غيرهِ على باطن أمره و- جبريلُ. و- الوصيُّ و- القانونُ أو الشَّريعة: (مو). و- الحاذِقُ. وَبيتُ الصائد يستتر فيه عن الصَّيد. و- بيتُ الرَّاهب. و- مأوى الأسد. (ج) نواميسُ. ; (النَّامُوسَة): عَرِّيسَة الأسد. و- البعوضة الصغيرة، (ج) ناموس. ; (النَّامُوسِيَّةُ): كِلَّةٌ رقيقَة ذات خروق صغيرة تُتَّخَذُ للوقاية من النَّاموس. (مج). ; (النِّمْسُ): جنس حيوان من الثَّديِّيَّات اللواحم والفصيلة الزباديَّة، فيه أَنواع كالمصريّ والهنديّ والأشعل. (ج) نُمُوسٌ، وأَنماسٌ. ; (النَّمَسُ): ريحُ اللَّبَن أَو الدَّسَمِ. ; (النَّمَسَةُ): الرّائحة المنتنة. يقال للشَّيءِ المُنتِن ذي الرائحة: فيه نَمَسَةٌ.
نمش,(نَمَشَ) الشيءَ- نَمْشًا: التقطه كالعابث. و- الجرادُ الأرضَ: أكل من كلئها وترك بقيّة منه. و- فلانًا: سارَّه. و- الشَّيءَ: نقَشَهُ ودبَّجَه. و- الكلامَ: زوَّرَهُ وكذب فيه. ; (نَمِشَ) -َ نَمَشًا: صَار بجلده. بُقَعٌ تُخالف لونَه. فهو نمِشٌ، وأنْمَشُ. وهي نَمْشَاءُ. (ج) نُمْشٌ. ; (أنْمَشَ): بين القوم: نمَّ وأفسد. ; (نَمَّشَ) الشّيء: دبَّجَه، ومبالغة في نَمَشَ. و- الحديثَ: أسرَّهُ. ; (النَّمْشُ): النميمةُ. و- الكلامُ المُزخْرَفُ المكذوب. ; (النَّمَشُ): أثر الشيءِ في غيره. وفي الحديث: فعرَفْنَا نَمَشَ أيديهم في العذوق. و- خطوطُ النُّقوش من الوَشْي ونحوه. و- بُقَعٌ على جلد الوجه تخالف لونَه، وأَكثر ما يكون في الشُّقْر. و-بياضٌ في أصول الأظفار يذهب ويعود. ; (النَّمِشُ) - يقال: سيف نَمِشٌ: فيه شُطَبٌ، وهي خطوط تتراءَى في متنه.
نمص,(نَمَصَ) الشَّعْرُ أو النَّبتُ -ُ نَمْصًا: رقَّ ودقَّ حتى كأنَّه زَغَبٌ. و- الشَّعرَ: نَتَفَهُ. ; (نَمِصَ) الشعرُ -َ نَمَصًا: دقَّ ورقَّ. حتى كأنه زَغَب. ; (أنْمَصَ) النَّبتُ أو الشَّعْرُ: نَبَتَ بعد أَن نُتِفَ. و- النَّباتُ أَو الشَّعرُ أو نحوُهما: حان حَصادُه أو جزُّه أو قَصُّه. ; (نَمَّصَ) الشَّعرَ أو النَّبتَ: نَتَفَه. ; (انْتَمَصَتِ) المرأة: أَمرت النَّامِصَةَ أَن تنتِفَ شعرَ وجهها. و- نتَفَتْ شعرَ وجهها. ; (تَنَمَّصَتِ) المرأةُ: نتَفَتْ شعرَ جبينها بخيط. وفي الحديث: لُعِنَت النَّامصةُ والمتنمِّصة. و- الماشيةُ: رَعَتْ أَوَّلَ العُشبِ. ; (الأنْمَصُ) - يقال: هو أَنمص الحاجبين: دقيق مؤخَّرهما مما يلي العِذار. وهي نمْصَاءُ. (ج) نُمْصٌ. ; (المِنْمَاصُ): المِنقاش الذي يُستخرج به الشَّوك. ; (النَّامِصَةُ): المرأة التي تزيَّن النِّسَاءَ بالنَّمْص. ; (النِّمَاصُ): خيطُ الإبرة. ; (النَّمَصُ): القِصارُ من الرِّيش. و- أَوَّلُ ما يبدو من النَّبت. و- ضربٌ من جَنْس نَبَاتات عشبية من الفصيلة الأسليَّة تنبت في المناقع والأراضي الرَّطبة، وتُستعمَلُ أَوراقُها الأسطوانِيَّةُ الطِّوالُ المنتصبةُ رباطًا، ولصنع السِّلال والحُصر والأطباق وغير ذلك. ; (النَّمِيص): ما ينبُتُ من النِّبات أو الشَّعر بعد الجزّ أَو النَّتْف.
نمط,(أنْمَطَ) له العطاءَ: أقلَّه. ; (نَمَّطَهُ) على الشيء: دَلَّه عليه. ويقال: نَمَّط له على الشيء. ; (الأنمَطُ): الطَّريقَة. ; (النَّمَطُ): ظِهارة الفِراشُ. و ضَرْبٌ من البُسُطٌ. و- ثَوَّبٌ مِن صُوف ملوَّن له خمْل رقيقٌ ويُطْرَح على الهودج. و- الطَّريقةُ، أَو الأسلوب. و- الجماعةُ من الناس أَمْرُهم واحد. و- الصِّنفُ أَو النَّوعُ أَو الطِّرازُ من الشيءِ. يقال: عندي متاعٌ من هذا النَّمَط.
نمغ,(نَمَّغَ) الشيءَ: لَوَّنُه بسوادٍ وحُمْرةٍ وبياضٍ مخلوطةٍ غيرَ متبَيَّنة. ; (الْمُنَمَّغُ): الملوَّنُ بألوان مختلطة. ويقال: رجلٌ مُنَمَّغٌ: مختلف اللَّون. ; (النَّمَغَةُ): ما تحرَّكَ من يافوخ الصَّبِيّ المولود قبل أَن يشتدَّ. و- رأْس الجبل ونحوه. و- خيارُ القوم ووسطهم. و- الكثرةُ من مالٍ وناسٍ. (ج) نَمَغٌ.
نمق,(نَمَقَ) الكِتَابَ -ُ نمْقًا: كتَبَه فأحْسَنَ. ; (أنْمَقَتِ) النَّخْلَةُ: أثمرت رُطَبًا ليس له نَوًى. ; (نَمَّقَ) الثوبَ أَو الجلدَ ونحوهما: نقَشَه وزيَّنَه. و- الكتَابَ: جَوَّدَ كتابتَه، مبالغة في نَمَقَ. ويقال: نَمَّقَ القولَ، ونمَّقَ الوَعْدَ. ; (المُنْمِقُ) من الرُّطَب: ما لم يكن له نَواةٌ. ; (النَّمَقُ): الكِتابُ الذي يُكْتَب فيه. و- من الطريق: وَسَطُه. ; (النَّمَقَةُ): الزُّهُومَة: الرائحة المنتنة. ; (النَّمِيق): المنقوشُ. يقال: ثوبٌ نَمِيقٌ.
نمل,(نَمَلَ) فلانٌ -ُ نَمْلاً، ونُمًولاً: نَمَّ. و- نَمَلانًا: أَشرف على الشيء، و- في الشَّجرة نُمولاً: صَعِد فيها. ; (نَمِلَ) المكانُ -َ نَمَلاً: كثر نَمْلُه، و- يدُ فلان: خَدرَت واسترخت. و- يده في العمل: خفَّت. و- المرأة، أو الفرسُ: لم تستقرّ. يقال: نَمِلَتْ يَدُ الصَّبيّ: لم تَكُفّ عن العَبث. فهو نَمِلُ، وهي نَمِلةٌ. ويقال: امرأة نمْلَى: لا تستقرُّ في مكان. ; (نُمِلَ) الطعامُ: أصَابه النَّمْلُ. فهو مَنْمُولٌ. ; (نَمَّلَ) الكتابَ: قارب خطَّه. و- ثوبَه: رَفَأَهُ. ; (تَنَمَّلَ) القومُ: تحرَّكوا واختلط بعضُهم ببعض. و- تفرَّقوا للسّعْي تفرُّقَ النَّمل. ; (الأُنْمُلَةُ): عقلة الإصبع أَو سُلامَاها. و- المَفْصِل الأعلى من الإصبع الذي فيه الظُفْر. (ج) أَنامِلُ. وفي التنزيل العزيز: وَإذَا خَلَوْا عَضُّوا عَلَيكُمُ الأنَامِلَ مِنَ الغَيْظِ. ; (الْمُؤَنْمِلُ) - يقال: رجلُ مُؤَنْمِل الأصَابع: غليظُ أَطرافِها في قِصَر. ; (الْمُنَمَّلُ) - يقال: لقد طالبت غيرَ مُنَمَّل: غير مُرْهَق ولا مُعْجَل عمَّا يريد. ; (المُنَمَّلَةُ): التي لا تستقر في مكان. ; (النَّامِلَةُ): السَّابلة: جماعات الناس السائرين في الطُّرقات. ; (النَّمِل): الحاذِقُ. ; (النَّمْلَةُ): حشرةٌ خفيفة ضئيلة الجسم من رتبة غشائيات الأجنحة وقسم ذوات الحُمَة، تتخذ سكَنَها تحت الأرض، وتعيش في جماعة من أَفرادِ نوعها دائبةً متعاونة. (ج) نَمْلٌ، و نِمَالٌ. و- النَّميمة. ; (النمْلِيَّةُ): صِوانٌ للأطعمة يمنَع النَّمَل والحشرات من الوصَول إِليها، ويُصنَعُ من الخشب والمعدن، وله أبوابٌ من السلك الضَّيِّقُ الثقوب. (مج). ; (النُّمْلَةُ): بقيّةُ الماء في الحوض. ويقال: فرسٌ ذو نُمْلَة: كثير الحركة. ; (النَّمَّالُ): النَّمَّامُ. ; (النَّمِيلَةُ): النَّميمَةُ.
نم|نمم,(نَمَّ) الحديثُ -ِ نَمًّا: ظَهرَ. و- الشيءُ: انتشرت رائحتُه. و- بينَ القوم -ُِ حَرَّش وأَغْرَى. و- الحديثَ: سعى به ليوقع فِتنةً بين النَّاس. فهو نامٌّ، ونَمٌّ، وللمبالغة نَمَّامٌ، ومِنَمٌّ. و- الكلامَ: زَيَّنه بالكذِب. ; (النَّامَّةُ): الحِسُّ والحركة. يقال: سمِعت نَامّتَهُ. ويُقال: أَسكت اللهُ نامَّتَه: أَماتَهُ. ; (النَّمَمُ): النَّميمَةُ. ; (النَّمَّامُ): يُطلَقُ على نوع من السَّعْتر هو السَّعْتَر البريّ، وعلى نوع من النَّعْنَع يسمَّى نَعْنَع الماء، وحَبَقَ الماء. واحدته: نمَّامَة. ; (النَّمَّةُ): اللُّمْعَة من بياض في سواد، أَو سواد في بياض. ; (النُّمِّيُّ): الخيانةُ. و- العيبُ. و- العداوةُ. و- الطَّبيعةُ وجوهرُ الإنسان. ويقال: ما بالدَّار نُمِّيٌّ: أَحَدٌ. و- الفلوسُ من الرَّصَاص أو النُّحَاس. واحدته: نُمِّيَّةٌ. (ج) نَمَامِيٌّ. ; (النَّمِيمُ): الصَّوْتُ الخفيّ من حركة شيء أَو وطء قَدَم. و- الوشاية. (ج) نَمائم. ; (النَّميمَة): النَّمِيمُ. و- الكتابة. و- صَوت الكتابة. (ج) نَمائمُ.
نمنم,(نَمْنمَتِ) الرِّيحُ التُّرابَ: خَطَّتْه وتركت عليه أَثرًا كالكتابة. و- الشيءَ: نقَشَه وزَخْرَفَهُ. يقال: نَمْنَمَ كتابَه. ; (المُنَمْنَمُ): المُزَخْرَف المُرَقَّش. ويقال: ثوبٌ مُنَمْنمٌ، وكتابٌ مُنَمْنَمٌ. ويقال: نباتٌ مُنَمْنَمٌ: ملْتَفٌّ مُجْتَمِعُ. ; (النِّمْنِمُ): الأثرُ تتركُه الرِّيحُ على التُّراب. و- بياضٌ يبدو بأظفار الشَّبَاب. واحدته: نِمْنِمَةٌ. ; (النَّمْنَمَةُ): خطوط متقاربة قِصَارٌ. ; (النُّمْنُمُ): القَمْلَة الصغيرة.
نما|نمو,(نَمَا) الشيءُ -ُ نَماءً، ونُمُوًّا: زاد وكثر. يقال: نَمَا الزَّرْعُ، ونما الولدُ، ونما المالُ. ويقال: هو ينمو إلى الحَسَب. ونما الخضَابُ في اليد أَو الشَّعْر: ازداد حُمْرَة أو سوادًا. و- الحديثَ: أَسنده ونقله على وجه الإصلاح. ; (نَمَى) الحديثُ -ِ نَمَاءً، ونُمِيًّا: شاع. و- الماءُ: طَمَا. و- الحيوانُ: سَمِنَ. و- الدَّوَابُّ: تباعدت تطلب الكلأ. و- الصَّيْدُ: غاب عن الصائد والسَّهْمُ في جسمه. و- الشَّيْءَ: رَفَعَهُ وأَعلى شَأنَه. يقال: فلانٌ يَنميه حَسَبُه. و- الحديثَ إلى قائله: رَفَعَهُ في الإسنَاد إلى قائله. و- فلانًا إلى فلان: نَسَبَهُ إِليه. و- المالَ ونحوه: زاده وكثَّرَه. ; (أنْمَى) الكَرْمُ إِنماءً: ظهرت نواميه. و- الشيءَ: جعله ناميًا. و- الحديثَ: أذاعه على وجه النَّميمة. و- الرَّاعي دَوابَّه: باعَدَ بينها في طلب الكلإِ. و- الصَّيْدَ: رماه فأصَابه ثم ذهب بعيدًا ومات. ; (نَمَّى) الشيءَ أو الحديثَ تنميةً: أَنماه. و- النَّارَ: أشبع وَقُودها. ; (انتمَى) الطَّائِرُ ونحوُه: ارتفع من موضعه إلى موضع آخر. و- إلى الجبل: صَعِد. و- إلى كذا: انتسبَ. ; (تَنَمَّى): انتمى. ; (الأُنْمِيُّ): حَشِيَّةٌ فيها تِبْن. ; (النَّامِي): غيرُ الصامت الجامد من الأشياء، كالنبات والحيوان. ; (النَّامِيَةُ): الخَلْقُ. و- من الكرْم: القضيبُ عليه العناقيد. (ج) نَوامٍ. ; (النَّمَاةُ): النَّمْلةُ الصغيرة. (ج) نَمًى. ; (النَّمْوَةُ): الزِّيَادةُ.
نموذج|أنموذج,(الأنْمُوذَجُ): النَّمُوذجُ. ; (النَّمُوذَجُ): مثالُ الشيء [معرب: نَمُوذهْ بالفارسية]. (ج) نَمُوذجاتٌ، ونَمَاذِجٌ.
نن,(النَّنُّ): الشَّعْرُ الضَّعيف.
نهأ,(نَهَأ) - نهْئًا: امتلأ. يقال: نَهَأ الإناءُ، و شربَ فلانٌ حتى نَهَأ. و- اللَّحمَ نُهُوءاً: لم يُنْضِجْهُ. ; (نَهِئَ) اللَّحمُ -َ نَهْئًا. ونَهاءَةً، ونُهوءةً: لم يَنْضَج. ; (أَنْهَأ) اللَّحمَ: لم يُنْضِجْه. و- الأمرَ: لم يُبْرمه. ; (النَّاهِئُّ): الشَّبْعانُ. و- الرَّيَّانُ. ; (النَّهِيء): اللَّحمُ الذي لم يَنْضَج.
نهب,(نَهَبَ) الشيءَ -َ نَهْبًا: أَخذه قَهْرًا. ويقال: إِنَّه لينهب الأرض: يُسرع في السَّيْر. وإِنَّه لينهب الغايَةَ: سبَّاق. و- الكلبُ فلانًا أَخَذَ بعُرقوبه. و- فلانًا: تناوله بلسانه وأغلظَ له القول. فهو ناهِبٌ. والمفعولُ منهوبٌ، ونَهِيبٌ. ; (أنْهَبَ) الشيءَ: جعله نَهبًا يغار عليه. و- الشيءَ فلانًا: عرَّضَه له. ; (نَاهَبَ) المتسابقُ مُسابِقَهُ: باراه في الجَرْي. ; (انتهَبَ) الشيءَ: أَخذه. و- الفرسُ الشَّوْطَ: فاز فيه. ; (تَنَاهَبَ) المتسابقانِ: ناهب كلُّ واحدٍ منهما صَاحبه. و- الدّوابُّ الأرضَ: أَخذت بقوائمها منها أخذًا كثيرًا. ; (المِنْهَبُ): الفائقُ في العَدْو. يقال: فَرَسٌ مِنهَبٌ. ; (المَنْهُوبُ): ما نُهب. و- المطلوبُ المُعَجَّل. ; (النَّهْبُ): الغارةُ. و- الغَرَضُ المعرَّض للإصابة. يقال: أصَبح فلانٌ نَهْبًا للسَّبِّ، أو الطَّعْن، أو المرض. و- الغنيمةُ. و- الْمَنْهُوبُ. (ج) نِهَابٌ، ونُهُوبٌ. و- ضَرْبٌ من الرَّكْضِ. ; (النُّهْبَة): الانتهابُ. و- المنهوبُ. ; (النُّهْبى): النَّهْبُ. و- المنهوبُ. ; (النَّهَّابُ): الكثير النَّهْب.
نهبر,(النَّهْبَرُة) من النِّسَاء: الطويلةُ المهزولة. و- المُشْرِفَةُ على الهلاك (ج) نَهَابِرُ. ; (النُّهْبُرَةُ): ما ارتفع من الأرض. و- حَبْلٌ من رمل صَعْب المُرْتَقى. و- الحُفْرَةَُ بين الآكام. (ج) نَهَابِرُ، ونَهابِيرُ. ; (النُّهْبُورُ): النُّهْبُرَة. (ج) نَهَابِيرُ.
نهبل,(نَهْبَلَ): ظَلَعَ ومَشَى كأنَّه أعرج. و- فلانٌ: أسَنَّ. ; (النَّهْبَلُ): الشَّيْخُ. ويقال شيخٌ نَهْبَلٌ. ; (النَّهْبَلَةُ): مِشْيَةٌ في ثِقَل. و- مؤنث النَّهْبَل. يقال: عجوزٌ نهْبَلَةٌ. و- النَّاقةُ الضَّخْمة.
نهت,(نَهَتَ) القِرْدُ ونحوُهُ -َ نَهيتًا، ونُهاتًا: صَاحَ. ويقال: نَهَتَ الأَسدُ: صاح دون الزَّئير. و- فلانٌ: زحَر. ; (المِنْهَتُ، والمُنْهِتُ): الأسَدُ. ; (النَّاهِتُ): الحَلْقُ. ; (النُّهَاتُ): الصَّوتُ من الصَّدر عند المشَقَّة.
نهتر,(نَهْتَرَ) على فلان: تَحدَّث بالكذب عليه. و- فلان في كلامه: أتى به على غير جِهته.
نهج,(نَهَجَ) الطّريق - نَهْجًا، ونُهُوجًا: وضَحَ واستبان. ويقال: نَهَجَ أَمرُه. و- الدَّابةُ أو الإنسانُ نَهْجًا، ونَهيجًا: تَتَابَعَ نَفَسُهُ من الإعياء. و- الثوبُ نَهْجًا: بَلِيَ وأخلق. ويقال: نَهَجَ الطريقَ: بَيِّنَهُ. و- سَلَكَه. ; (نَهِجَ) -َ نَهَجًا، ونَهَجَةً: تتابع نَفَسُهُ من الإعياء أو كثرةِ الحركة أَو شدَّتِها. و- الثَّوبٌ وغيرُه نَهَجًا: بَلِيَ وأخلَقَ. فهو نَهِجٌ. ; (أنْهَجَ) الطَّريقُ: وَضَحَ واستبان. و- الدَّابةَ: سار عليها أو عَمِلَ حتى أعيت. و- العملُ ونحوُه فلانًا: أَتعَبَه حتى نَهَجَ. و- الثَّوْبَ: أَخْلَقَهُ. ; (انْتَهَجَ) الطَّريقَ: استبانه وسلكه. ; (اسْتَنْهَجَ) الطَّريقُ: صار نَهْجًا. و- سبيلُ فلانٌ: سَلَكَ مسلكه. ; (المِنهَاجُ): الطَّريقُ الواضح؛ وفي التنزيل العزيز: لِكُلٍّ جَعَلْنَا مِنْكُمْ شِرْعَةً وَمِنْهَاجًا. و- الخُطَّة المرسومة. (محدثة). ومنه: مِنْهَاجُ الدِّراسة، ومِنْهاج التَّعليم ونحوهما. (ج) مَنَاهج. ; (المَنْهَجَ): المِنْهَاجُ. (ج) مَناهجُ. ; (النَّاهِجُ) - يقال: طريق ناهجٌ: واضِحٌ بَيِّنٌ. وطريقة ناهجة: وَاضِحَةٌ بَيِّنَةٌ. ; (النَّهْجُ): البَيِّنُ الواضح. يقال: طريقٌ نَهْجٌ، وأمرٌ نَهْجٌ. و- الطريقُ المستقيم الواضح. يقال: هذا نَهْجِي لا أحيد عنه. (ج) نَهْجَاتٌ، ونُهُجٌ، ونُهُوجٌ. ; (النَّهَجُ): الرَّبو. و- تواترُ النَّفَس من شِدَّةِ الحركة. ; (النَّهيجُ): النَّهَجُ.
نهد,(نَهَدَ) الثدْيُ -َ نُهُودًا: برَزَ وارتفع. ويقال: نَهَدَت المرأَةُ: كَعَب ثَدْيُها. فهي ناهدٌ، وناهِدَةٌ. (ج) نَوَاهِدٌ. و- الإناءُ: قرُبَ من الامتلاء. و- فلانٌ: نَهَضَ ومضى. و- لعَدُوِّه أو إلى عدوِّه نَهْدًا ونَهَدًا: صَمَد له وشرع في قتاله. ; (نَهُدَ) -ُ نُهُودَة: كان نَهْدًا. ; (أنْهَدَ) الإناءَ: ملأه حتى يفيض أو يقارب الملءَ. و- الهديَّةَ: عظَّمها. و- فلانًا: أَشخصه. ; (نَاهَدَ) فلانًا: خاصَمه. و- عدوَّه: ناهضه في الحرب. ; (تَنَاهَدَ) القومُ: أخرجوا النَّهْدَ. و- في الحرب: نهض بَعْضُهُم إلى بعض للمحاربة. و- القومُ الشيءَ: تناوَلُوه بينهم. ; (تَنَهَّدَ): تَنَفَّسَ الصُّعَدَاءَ. ; (النَّاهِدُ): المرأة التي نَهَدَ ثديُها (ج) نواهدٌ. ويقال: غلامٌ نَاهِدٌ: مراهق. ; (النُّهَادُ): الزُّهَاءُ. يقال: هؤلاء نهادُ مئة. ; (النَّهْدَاءُ): الرَّملةُ المشرفةُ التي تُنْبِتُ كِرَامَ البَقْلِ. ; (النَّهْدَانُ) - يقال: حوض نَهْدَانُ، أو قدح نَهْدَانُ: ملآنُ لم يَفِضْ بَعْدُ، أو بَلَغ ثُلْثَيْه. ; (النَّهْدُ): الشيءُ المرتفع. و- الثَّدْيُ. (ج) نُهُودٌ. و- الزُّبْدَةُ العظيمة. و- القويُّ الضخم. يقال: شابٌّ نَهْدٌ، وفرس نَهْدٌ. و- الكريمُ ينهضَ إلى مَعالي الأُمور. ; (النَّهْدُ): ما تخرجه الرُّفْقَة من النَّفَقَة بالسويّة في السّفر، أَو عند مُناهدة العدو، أو نحو ذلك. ويقال: طرح نِهْدَه مع القوم: أَعانَهُم. ; (النَّهِيدُ): الزُّبْدُ الرّقِيقُ. ; (النهِيدَةُ): الزُّبْدةُ العظيمة. و- لُبَابُ الحنظل يُعالَجُ بدقيقٍ ثم يُؤكل.
نهر,(نَهَرَ) -َ نَهْرًا: سال بقوّة. و- الماءُ: جرى في الأرض وجعل لنفسه مَجْرًى. و- الحفَّارُ: بلغ الماءَ في حَفْرِهِ. يقال: حفَرَ بئرًا حتى نَهَرَ. و- الأرضَ: شقَّها. و- فلانًا: زجَرَه وأَغضبه. وفي التنزيل العزيز: فَلاَ تَقُلْ لَهُمَا أُفٍّ وَلاَ تَنْهَرْهُمَا، و: وَأَمَّا السَّائِلََ فَلاَ تَنْهَرْ. و- النَّهْرُ: حَفَرَه وأجراه. ; (نَهِرَ) الشيءُ -َ نَهَرًا: كثُرَ وغَزُرَ. فهو نَهِيرٌ. ; (أنْهَرَ): صَار في النَّهار أَو عَمِل فيه. و- السّائلُ: جرى وسال بقوَّة. ويقال: أَنهر الْبَطْنُ: استَطلقَ. وأَنهر العرقُ: لم يَرْقأ دمُه. ويقال: حَفَرَ بئرًا فأنْهَرَ: لم يُصِبْ خَيْرًا. و- المرأةُ: سَمِنَت و- في الْعَدْو: أَبطأ فيه. و- الدَّمُ: أسَالَهُ. و- الفَتْقَ: وسَّعَه. ; (انْتَهَرَ) النَّهْرُ: أخذ مجراه. و- بطنُه: اسْتَطْلَق. و- العِرْق: لم يَرْقَأ. دمُه. و- فلانًا: بالغ في نهْرِه. ; (اسْتَنْهَرَ) السّائِل: جَرَى في كثرة وقُوَّة. و- النَّهْرُ: اتخذ لِمَجْرَاهُ موضعًا مكينًا. و- الأمرُ: اتَّسَعَ واستفحل. ; (المَنْهَرُ): موضعٌ يحتفره الماء. و- شَقٌّ في الحصن نافِذٌ يجري منه الماء. (ج) مَناهِر؛ ومناهيرُ. ; (المَنْهَرَةُ): فضاء بين البيوت والأفنية تُلْقى فيه الكُنَاسات. ; (النَّاهِرُ): العِنَبُ الأبيضَ. ; (النَّاهُورُ): السَّحَابُ. ; (النَّهارُ): ضِيَاءُ ما بينَ طلوع الفجر إلى غروب الشمس. (ج) أنْهُرٌ، ونُهُرٌ. ; (النَّهَارِيُّ): الطعامُ يُؤكل أوّلَ النَّهار. ; (النَّهْرُ): الماءُ العذبُ الغزير الجاري. و- مجرى الماء العَذْب. (ج) أَنهارٌ، وأنهُرٌ، ونُهُرٌ. ; (النَّهَرُ): السَّعَةُ. و- الضِّيَاءُ. و- النَّهْرُ. وفي التنزيل العزيز: إِنَّ الْمُتَّقِينَ فِي جَنَّاتٍ وَنَهَرٍ. ; (النَّهِرُ): العِنَبُ الأبيض. ويقال: نَهْرٌ نَهِرٌ: واسع. ونَهارٌ نَهِرٌ: مُضيءٌ. ورجلٌ نَهِرٌ: يعمَلُ بالنَّهار. قال: لستُ بلَيليٍّ ولكنِّي نَهِرْ ; (النَّهِرَةُ) - يقال: ناقة أو شاة نَهِرَةٌ: غزيرة الدَّرِّ.
