word,definition
متسلسلة,تتابع من الأعداد أو الحدود المرتبطة ببعضها البعض، حيث يمكن دراسة خصائصها مثل التقارب أو التباعد [التفاضل والتكامل]
تغطية مفتوحة,مجموعة من المجموعات المفتوحة التي تغطي فضاء معين بحيث يغطي كل نقطة في هذا الفضاء، [طوبولوجيا]
عزم التخامد,في جهاز قياس يكون عزم التخامد ضروريًّا لإيقاف النظام المتحرك للدلالة على القيمة المطلوبة في أقصر وقت ولا يوجد هذا العزم إلا أثناء حركة المؤشر. [فيزياء]
لاحطية,تعد لاحطية من المرتبة الثالثة وهي مصطلح يستخدم في علم الهندسة الكهربائية.
شبكة,مجموعة من الناس ضمن المجتمع تربطهم صلات وطيدة ويستخدمون طرق اتصال معينة فيما بينهم. [علم النفس الاجتماعي]
كثافة التدفق النتروني,مقياس لعدد النترونات الحرّة في وحدة الحجم وسرعتها الوسطية، تُستخدم لتقييم النشاط النتروني في التطبيقات النووية.
الأسباب,العوامل اللازمة لتحقيق شيء ما، مثل القدرة الجسدية والاجتماعية أو المالية [عام]
التلمود,مجموع من التعاليم والتفسيرات اليهودية التي تعترف بها الطائفة [ديني]
فلك الانضغاط,عملية تُستخدم لإعادة بناء كمية المعلومات التي تم انضغاطها لتسهيل تمثيل الإشارة [نظم الاتصالات]
سِجِلٌّ,الكِتابُ الذي يُدَوِّنُ فيه القَاضِي الأَحْكامَ القَضَائِيَّةَ وما يَتَعَلَّقُ بها.
أوزعني,ألهمني أو حثّني على شيء [لغة]
الشَّاطِبي,أبو محمد القاسم بن فِيْرُّه -بكسر الفاء وسكون التَّحتية وتشديد الراء المضمومة، معناه بالعربي: الحديد- بن خَلَف بن أحمد الرُّعَينِيِّ الشاطبيِّ الضَّرير المقرئ الإمام العالم، ولد عام 538، أحد أعلام القرن السادس الهجري، كان يتوقَّد ذكاءً، له الباعُ الأطول في القراءات والرَّسم والنَّحو والفقه والحديث، ألَّف في ذلك متونًا ممتعةً، بَدَت فيها غزارةُ عِلمِه، ورجاحةُ عقله، وعُلُوُّ منـزلتِه، فلمَّا تصدَّر مصر عظُم شأنُه، وبعُد صيتُه، وانتهت إليه رئاسةُ الإقراء، له من التآليف: نظم الشاطبيَّة، وهي حِرز الأماني ووجه التهاني في القراءات السَّبع، عقيلة أتراب القصائد في أسنى المقاصد، وهي في الرَّسم، ناظمة الزُّهر في أعدادِ آيات السُّور، وهي في عدِّ المصحف وعلم الفواصل، توفي عام 590.
الفتر,اسم ما بين السبابة والإبهام [لغة]
التَّعَلُّمُ بالمحَاوَلَةِ والخَطَأِ,مصطلــحٌ تعليــيٌّ، انطَلَــق مــن التفســر السُّــلوكيِّ الآلِيِِّ للتعلُّــم. [تعليم]
الفِكــرِيِّ,يتعلق بأسلوب التفكير والرؤى التي يقدمها المؤلف في عمله، يُستخدم في السياق الفكري والأدبي.
الذكر,تحدث أو قول شيء أو تذكير به [فقه]
حذاء,غطاء للقدم مصنوع من مواد مختلفة يُستخدم لحمايتها [لغة]
التبريك,الدعاء بالخير والبركة لشخص أو أمر [دين]
الكهف,هو اسم إحدى سور القرآن الكريم تحتوي على قصص وعبر [علوم القرآن]
ظاهر,ما يبدو للناس أو يتضح من شيء [لغة]
الذَّلَالَةُ,كون الشيء يلزم من فهمه فهم شيء آخر. ومن ذلك قولهم: هـذا الـلفظ قوي الـدلالة، أو ظنـي الـدلالة. [فقه]
نظرية الوظائف العصبية,نظريــةٌ لغويــةٌ نفســيةٌ تبحث في العلاقة بين الوظائف العصبية واكتساب اللغة. [علم لغة]
الضروري,ما لا يكون تحصيله مقدورًا، ويُقابل الاكتسابي، وهو ما يُعتبر ضروريًا للحصول على المعرفة، ويستخدم هذا المصطلح في سياق الفلسفة والمعرفة [فلسفة].
عامَــاتُ بعــض الصوائــت,هي علامات تُستخدم للإشارة إلى بعض الأصوات في اللغة. [لغة]
تحويل بيني,التحويل المتبادل بين صيغ مُركبات متماثلة مثل صيغ جزيء البنزين أورتو وميتا وبارا، أو بين حالات طورية مثل حالات المادة الثلاث [الكيمياء الفيزيائية]
حبسة النسيان,مصطلح لغوي يُعنى بعدم القدرة على الأداء اللغوي بسبب فقد الذاكرة، في سياق علم الأعصاب. [طب]
تقابل واحد لواحد,علاقة بين مجموعتين بحيث يقابل كل عنصر في المجموعة الأولى عنصرًا واحدًا فقط في المجموعة الثانية [نظرية المجموعات]
مصدرية,تصف حالة الكلمة في تفيد أنها تدل على المصدر، [نحو]
المجمــع المعجم الموسوعي لمصطلحات اللسانيات التطبيقية,مجموعة من المصطلحات المتعلقة بمجال اللسانيات التطبيقية [لغة]
منطقة,مجموعة مفتوحة ومترابطة في الفضاء، تمثل الحيز الذي يمكن أن تقع فيه النقاط [الهندسة]
الاسم الظاهر,اسم يُشير إلى شيء أو شخص بشكل مباشر وهو غير مخفي أو مرمز [لغة].
الدروس,تشير إلى الحصص التعليمية التي يقوم بها المعلم [لغة]
ضغط,قوة مؤثرة على وحدة المساحة، ويمكن أن يُشار إليه في سياقات مختلفة، مثل ضغط الغاز أو ضغط السائل [الكيمياء الفيزيائية]
التصرفات الشرعية,هي الأعمال التي يتم القيام بها وفقًا لأحكام الشريعة الإسلامية، وتكون ذات أثر شرعي معتبر، مثل العبادات والمعاملات [التوحيد]
تَمْرِينُ الاختِي,تمرين يتضمن اختيارات متعددة، يستخدم في سياق التعليم أو التدريب في [اللغة]
المضاهاة,مصدر من الفعل 'ضاهى' ويشير إلى تشابه بين الأشياء أو الأفكار في صفات معينة [منطق وصوفية]
اسم الجمع,اسم يستخدم للدلالة على مجموعة من الأشياء بشكل عام [نحو]
يميني,مصطلح يُستعمل في السياسة للدلالة على الاتجاهات اليمينية المحافظة.
اليد,العضو المعروف في جسم الإنسان [لغة]
الرقى,عبارات أو آيات تقرأ طلباً للشفاء أو الحماية من الأمراض أو الأذى [طب]
الفلاسفة,هم الأفراد الذين يدرسون ويتناولون مواضيع الفلسفة ويبحثون في الأسئلة الوجودية والأخلاقية والمعرفية [فلسفة]
كسوف الشمس,هو حدث فلكي يحدث عندما يكون القمر بين الأرض والشمس، مما يمنع أشعة الشمس من الوصول إلى الأرض، ويمكن أن يكون كليًا أو جزئيًا [الفيزياء الفلكية]
إحصاء,فرع من الرياضيات يركز على جمع وتحليل وتفسير البيانات. [الإحصاء]
سقراط,هو من تلاميذ فيثاغورس من أساتذة أفلاطون وكان زاهدا في الدنيا ومشهورا بمخالفة اليونانيين في عبادتهم الأصنام. [فلسفة]
اليهود,مجموعة دينية عرقية ترتبط بالتقاليد التوراثية، وهي تعتبر الأساس في الديانة اليهودية. [دين]
الجبر,ربط المنكسر ليلتئم ويكمل، ويستخدم للإشارة إلى معنى العلو والكثير [فقه]
الكثرة,مفهوم يعبر عن الوجود المتعدد أو العناصر المتعددة في الواقع، يعتبر من الأمور الشاملة. [علم]
الأصغر,الموضوع الأصغر هو ما يعتبر أكثر خصوصية وأقل إفرادًا، ويستخدم في علم المنطق.
الإمالة,ميل الناطق بالفتحة إلى الكسرة في اللفظ، وهي طريقة لنطق بعض الكلمات في اللغة العربية [لغة].
ولاة الأمر,الأشخاص الذين يتولون إدارة شؤون المسلمين ويجب عليهم أن يختاروا من المؤمنين [فقه].
تعليم مبرمَج,أسلوب تعليمي يركز على توجيه المتعلم تدريجياً وبما يتناسب مع قدراته الذاتية إلى تحقيق السلوك المطلوب. [علم النفس التربوي]
البرج,هو موقع ضمن دائرة البروج يُحدد من خلاله تأثيرات الكواكب، في سياق علم الفلك.
التقسيم,فعل تقسيم الأشياء إلى أجزاء، يُستخدم في سياق التنظيم أو ترتيب الأمور [لغة]
مُبَرْهَنَةُ الاحْتِمالاتِ الكُلِّيَّة,مُبَرْهَنَة رياضية تنص على أن احتمال حدث معين يمكن حسابه بالاعتماد على إجمالي احتمالات مجموعة من الأحداث المرتبطة به، ويستخدم في [نظرية الاحتمالات]
قدره,مفهوم يرتبط بمبدأ القدر في الإسلام، يُشير إلى أن كل شيء يُكتب سلفًا. [توحيد]
قَوْلَبَةٌ بالنفخ,طريقة استخدام الهواء لضغط المواد البلاستيكية لتشكيلها في قوالب مجوفة أو متعددة الأبعاد، وتستخدم بشكل واسع في صناعة المنتجات البلاستيكية [الكيمياء الصناعية]
فلسفة اللسانيات التطبيقية,مصطلح عام في طبيعة اللساني، هذا العلم وظروف نشأته ومراحل نموه وانتشاره. [لغة]
شرك,صرف العبادة لغير الله، ويُعتبر من أكثر المحرمات في الإسلام [دين]
ظن المتكلم,الرأي أو الفكرة التي يحملها المتكلم حول موضوع ما، [علم نفس]
تاريخ الثقات,كتاب يجمع فيه مؤلفه تراجم رواة الحديث الثقات، ويتضمن معرفة أحوالهم، مثل الولادة والوفاة. مثل كتاب 'تاريخ الثقات' للإمام أبي الحسن أحمد بن عبدالله العِجلي الكوفي. [الحديث]
بِطَاقَةٌ وَمْضِيَّةٌ,بطاقة تعليمية تحتوي على معلومات لتسهيل التعلم بطريقة سريعة. [تعليم]
التمهيد للنفي,هو الكتاب الذي يتناول أسس وأسباب النفي، ويعتبر مرجعاً مهماً في دراسة هذا الموضوع [التوحيد]
تعرُّف على المشاعر,..عملية التعرُّف على المشاعر المضمَّنة في نص أو كالم أو صورة
جميع,تتعلق بصفة الاجتماع وتوجب إحاطة الأفراد دون الانفراد [فقه]
بِيئَة,المحيــطُ الاجتِماعــيُّ الــذي يَعيــش فيــه الإنســانُ. [لغة]
زاحف الويب,. . بوت تديره مُحَرِّكات البحث لتصفح وفهرسة محتوى مواقع الويب المتاحة على اإلنترنت. ويُطلق عليه أيضًا عنكبوت الويب.
كُرَّاسَةُ السِّجِلِّ اليَوْمِيِّ,سِجلٌّ مدرسيٌّ يوميٌّ، تستخدمه المدرسة لتسجيل الأحداث والوقائع اليومية التي تظهر داخل المدرسة. [تعليم]
إيتار,الإتْيانُ بِصَلاةِ الوِتْرِ في اللَّيْلِ.
حُكْمُ تَقَبُّلٍ,مصطلح استعمله تشومسكي وأتباعه للإشارة إلى قدرة الناطق بلغة معينة على فهم لغة جديدة. [لغة]
التوحيد,الإيمان بوحدانية الله والاعتقاد بأنه لا إله إلا هو [التوحيد]
عَر ض,مصطلح يُستعمل للدلالة على علم نظم الشّعر وموازينه وقواعده [الأدب]
مؤثر,عملية رياضية تعمل على دالة في فضاء ما، مُستخدمة في التحليل الوظيفي. [التحليل الرياضي]
النصير,اسم يدل على المساعد أو المعين [توحيد]
الإعراب,علامات دالة على وظائف الاسم داخل التركيب مثل الرفع والنصب والجر [لغة]
الصوفية,توجه روحي يسعى إلى الوصول إلى معرفة الله ومعايشة لحظات الإيمان بعمق [فقهية]
ترشيح معكوس,. . أسلوب يُتيح رفع عيِّنات مُتَّجه الخصائص من بُعد مصغر إلى بُعد أكبر. ويُطلق عليه أيضًا ترشيح متوسع جزئيًّا أو تفكيك الترشيح.
سطح التقوس الثابت,هو السطح الذي لا يتغير تقوسه الكلي من نقطة إلى أخرى، وينقسم إلى أنواع حسب قيمة K. [الهندسة]
بيع,تبادل السلع أو الخدمات مقابل المال، ويُستخدم في السياقات التجارية والفقهية [فقه]
التوبة,الرجوع إلى الله بعد الذنب [فقه]
تركيب,البنية التي تشكل شيئاً ما، سواء كانت مادة أو نظام. [علم]
الجمع,صيغة لغوية تُستخدم للدلالة على أكثر من اثنين، تستخدم في [نحو].
وجوب,الإلزام بفعل شيء معين وفقاً للأحكام الشرعية [فقه]
محصنين,أعفاء بالنكاح [فقه]
الإقالة,رفع العقد بعد وقوعه، معالجة أمر تم الاتفاق عليه مسبقًا [فقه]
مدّع,الذي يرفع دعوى أو يطالب بحق [قانون]
النَّحــوُ المرجِعِي,نوع من النحو يتعامل مع قواعد محددة يتفق عليها [لغة]
المبيع,الشيء الذي يتم بيعه [فقه]
لُغَةُ الوِحْدَةِ,تشير إلى لغة تُستخدم لتحقيق الوحدة في التواصل بين الجماعات المختلفة [لغة]
إِعْرَاضٌ,رَفْضُ الشَّيْءِ وَإِظْهَارُ عَدَمِ قَبُولِهِ بِفِعْلٍ أَوْ قَوْلٍ.
الحصر,هو في اللغة التعبير عن تقيد شيء بدائرة معينة دون غيره. [لغة]
النشاط الإشعاعي,قياس عدد التفككات الإشعاعية للعنصر في وحدة زمنية، ويستخدم في التطبيقات العلمية والصناعية [فيزياء نووية]
التوزيع الطبيعي,نوع من التوزيعات الاحتمالية التي تظهر بشكل جرس، حيث تكون معظم البيانات قريبة من المتوسط، ويعتبر التوزيع الأكثر أهمية والأكثر استخدامًا في مجال [الإحصاء] و[التعلم الآلي].
الشُّدُود,مخالفة الحديث لما هو أقوى منه، ويستخدم في سياق [علوم الحديث]
النَّظَرِيَّةُ التَّحْوِيلِيَّةُ التَّوْلِيدِيَّةُ,النظرية التي تَبَنَّت القواعد العامة في اللغة واكتسابها [لغة]
تفصيل نادر,استجابة تفصيلية نادرة في اختبار روشاخ، تُستخدم في تشخيص الشخصيات في علم النفس [علم النفس السريري]
عُظَيْمُ الرِّكَابِ,مصطلح لغوي يُطلق على عَظْمِ الرِّكابِ، وهو أحد العُظَيْماتِ الثَّلاثةِ في الأذُن الوُسْطَى، وتَمْلَأُ هذه العُظَيْماتُ الفَراغَ الواقِعَ بِن الغِشَاءِ الطَّبْلِيِّ والقَوقَعَة. [لغة]
أخذ عيِّنات تومبسون,. خوارزمية تعلُّم إرشادية تُنفِّذ األفعال بطريقة متسلسلة لتوازن بين تعظيم األداء الفوري وتجميع المعلومات الجديدة التي يمكن أن تحسن األداء في المستقبل.
جَرْسٌ,خاصِّيَّةٌ سَمعيَّةٌ أو أَثَــرٌ سَمعيٌّ نــاتِجٌ مــن عَــدَد الموجــاتِ البَسِــيطةِ الــتي تُكَــوِّن الموجَــةَ المركَّبــةَ. [لغة]
المتشابه,ما لا يمكن الوصول إلى معناه بدلالة واضحة [فقه]
رباعي,ما يكون من أربع وحدات، أو ما كان أكبر أربع مرات من سواه: عددًا أو قيمة أو قياسًا [الكيمياء العامة].
المَقْتَدِرُ,اسم من أسماء الله تعالى يُشير إلى القدرة المطلقة، ويعبر عن كمال الوصفية [أسماء الله وصفاته]
إطلاق,إعطاء الصفة أو الاسم لشيء [لغة]
مصفوفة,ترتيب رياضي يُمثل مجموعة من الأعداد في صفوف وأعمدة، يُستخدم لدراسة العلاقات الرياضية [الجبر]
أُنْمُوذَجُ السَّيطَرَةِ التَّطْوِيعِيَّةِ على التَّفْكِيرِ,نموذج يتناول كيفية السيطرة التأقلمية على التفكير [لغة]
اللطيفة,هِيَ كل إِشَارَة دقيقة الْمَعْنى تلوح للفهم لَا تسعها الْعبارَة كطعوم الأذواق [لغة]
الخط العرضي,هو الخط الذي لا يمكن أن يكون محيطاً لتمام الجسم بالضرورة. [فلسفة]
الخلاف,الخلاف هو الاختلاف في الرأي أو المعتقد، خاصة فيما يتعلق بالقضايا الدينية أو الفكرية [فلسفة]
الخلافة,الولاية العامة على المسلمين بعد وفاة النبي محمد - صلى الله عليه وسلم - وقد استمرت خلافة أبو بكر الصّديق لمدة سنتين وثلاثة أشهر. [فقهي]
الحصاة,حجر صغير يستخدم أحيانا كعنصر في الألعاب أو الأعمال الزراعية. [زراعة]
مبرهنة مينجر,مبدأ رياضي يتعلق بعلاقات الاتصال بين مجموعتين من النقاط، ويساهم في دراسة الشبكات وعلم الحوسبة [نظرية الرسوم البيانية]
يعترض,يعترض شيئًا ما لمنعه من الاستمرار والوصول إلى الوجهة. ٢-يعترض قناة اتصال لاستخلاص المعلومات المنقولة عبرها. [علم الحاسوب]
مجموعةٌ مُرَتَّبَةٌ جُزْئِيًّا,تعريف رياضي يشير إلى مجموعة يمكن ترتيبها جزئياً وفق علاقة معينة بين العناصر، ويستخدم في [نظرية الأعداد].
الحِجْر,اسْمٌ لِدِيَارِ ثَمودَ قَوْمِ النَّبِيِّ صَالِحٍ فِي مَدِينَةِ العُلا بِطَرِيقِ تَبوكَ.
خَطَأٌ جُزَيْ,خطأ يحدث بسبب تقسيم غير صحيح للعبارات أو الجمل [لغة]
المعجزة,الحدث الخارق للعادة الذي يُظهره نبي أو رسول لإثبات صدق رسالته [فقه]
تَبايُنُ مُجْتَمَعِ إِحْصَانِي,مقياس يصف مدى انتشار البيانات في مجتمع من حيث التباين عن المتوسط [الإحصاء والاحتمالات]
ذكاء اصطناعي تناظري,. نوع من الذكاء االصطناعي يستخدم مبادئ الحوسبة التناظرية وأنظمتها؛ لتصميم وتنفيذ خوارزميات ونماذج الذكاء االصطناعي.
مسألة القيم الابتدائية,تتعلق بمعادلة تفاضلية تشترط أن تأخذ دالة حلها ومشتقاتها قيماً معينة عند قيمة معطاة لمتغير مستقل. [التفاضل والتكامل]
الحق,الواقع أو الأمر الثابت، الذي لا يمكن دحضه [لغة]
خاتم الأنبياء,الصفة التي نُسبت إلى النبي محمد، تدل على أنه آخر رسول أُرسل للبشرية. [دين]
الدعاء,التوجه إلى الله بالطلب أو المناشدة [عقيدة]
رِجْزٌ,كُلُّ ما يُعْبَدُ مِن دُونِ اللهِ تعالى.
ظاهرة اجتماعية,نتائج تأثير شخص أو أكثر على شخص آخر بشكل يمكن ملاحظته في الحياة الاجتماعية، وتعتبر بيانات أساسية لعلم الاجتماع. [علم الاجتماع]
التحريف,التغيير أو التبديل في النصوص أو المعاني [دين]
طول الموجة,يحدد المسافة بين نقطتين متتاليتين في الموجة، وهو عنصر أساسي في دراسة الموجات [البصريات والضوئيات].
عدد كريات الدم,تقدير عدد خلايا الدم الحمراء والبيضاء في حجم محدد من الدم، ويستخدم لتحديد الحالة الصحية للفرد [الطب]
الاستنجاء,إزالة الخبث الذي يخرج من السيلين، سواًء بالماء أو بالحجارة [فقهي]
النوع,في عرف الأصوليين كلي مقول على كثيرين متفقين بالأغراض كالرجل والمرأة وفي عرف المنطقيين كلي مقول على كثيرين متفقين بالحقيقة. [منطق]
التقارُبُ اللَّهَجِيِ,مصطلح لغوي اجتماعي، يشير إلى توجُّه اللَّهَجاتِ الجُغرافيَةِ نحو التقارُب أو التوحُّد.
الطرق الشرعية,الوسائل أو السبل المعتمدة وفقًا للشريعة الإسلامية لفهم الأمور أو الوصول إلى الأهداف [فقه]
المصطلحات البلاغية,عبارات تتعلق بفنون اللغة العربية، تهدف إلى توضيح المعاني والتراكيب البلاغية [بلاغة]
الرَّأْي,التفكير في مبادئ الأمور، والنظر في عواقبها، وعلم ما تؤول إليه من الخطأ والصواب. [ثقافة إسلامية]
التحصيل اللغوي,مصطلح لغوي تعليمي يشير إلى ما يكتسبه متعلم اللغة نتيجة ما درسه أو تعلمه في برنامج لغوي تعليمي [لغة]
نشِر عيش,عملية توسيع وتحسين جودة الحياة، تُستخدم في سياق التنمية البشرية [تنمية بشرية]
صيغة تربيعية,أية حدودية متجانسة من الدرجة الثانية تُستخدم في حل المعادلات التربيعية [الجبر]
الطريقة,هي السيرة المختصة بالسالكين إلى الله تعالى من قطع المنازل والترقي في المقامات [تصوف]
مستودع البيانات,. مستودع مركزي لبيانات جُمعت من مصادر متعددة؛ لدعم تحليل البيانات.
تَرْخِيمٌ,اسْمٌ يُطْلَقُ عَلَى نَوْعَيْ الإِمَالَةِ الكُبْرَى وَالصُّغْرَى.
الجيش,الجند أو السائرون لحرب أو غيرها، وهم من ألف إلى أربعة آلاف [لغة]
شاعر مخضرم,شاعر عاش في عصرين مختلفين، وعرف بشعره في الفترات الزمنية الانتقالية [أدب]
الإفراد,حالة من حالات الكلمة تشير إلى وجود فرد واحد فقط دون الجمع. [نحو]
عطف,ربط الجمل أو الكلمات ببعضها البعض باستخدام أدوات العطف [نحو]
امتزاز,ظاهرة كيميائية يتم فيها التصاق جزيئات المادة على سطح مادة أخرى [الكيمياء الفيزيائية]
طريقة الموافقة,طريقة صوفية تتعلق بالتوافق العددي بين أسماء الله الحسنى واسم الذاكر، مما يُعزز التركيز الروحي [الصوفية]
اشتغال الذمة,يعني التزام الشخص بأداء واجب أو دين عليه، ويُستخدم في السياق الفقهي للإشارة إلى المسؤولية المالية [فقه]
التَّقَلِيسُ,جعل الحاكم المدين مفلساً يمنعه من التصرف في ماله؛ لخلية ديونه على ما عنده من مال [فقه]
الالتفات,نقل الكلام من أسلوب إلى أسلوب آخر، وهوية تميّز بين النوعين، ويعد نقلاً معنوياً لا لفظياً [بلاغة].
اجتهاد,الجهد المبذول للوصول إلى حكم شرعي بناءً على الدراسات والتأمل [أصول الفقه]
أَسِيرٌ,كُلُّ مَنْ أُلقِيَ القَبْضُ عَلَيهِ مِنْ قِبَلِ الأَعْداءِ، سَواءً كان ذلك في أَثْناءِ القِتالِ، أو في غَيْرِهِ.
الطبقة الكادحة,فئة من نسيج المجتمع تتكون من الفقراء الذين يعملون بجد لكسب قوت يومهم. [اجتماع]
الأسرار,جمع سر، وهي الأمور الخفية التي يُحافظ عليها ولا تُشهر.[لغة]
الذمة,العهد والأمان والحراسة [لغة]
لُغَةٌ أَجْنَبِي,تُســـتَعمَل مـــع الناطقـــن بغـــر لغتِهـــم في التواصُـــل بنوعَيـــه الشَّـــفَهيِّ والمكتـــوب.
نظرية بايز,. . صيغة رياضية لحساب االحتماالت الشرطية التي تصف احتمالية وقوع حدث ما، بناءً على حدث سابق. ويُطلق عليها أيضًا قانون بايز أو قاعدة بايز.
الحركة القسرية,هي الحركة على خلاف مقتضى طبيعة المتحرك بوجود مبدئها فيه. [علمي]
قوة مجردة عن المادة,قوة لا تعتمد على الأجسام المادية، ويستخدم في سياق الفلك
عزم العطالة,هو كمية تصف مقاومة الجسم لتغير حالته الدورانية، وتعتمد على توزيع كتلة الجسم حول محور الدوران، يُستخدم في [الميكانيكا].
الضَّعِيف,هو الحديث الذي يكون أدنى مرتبة من الحسن، وضعفه قد يكون لضعف الروّاة لعدم العدالة وسوء الحفظ أو للتهمة في العقيدة، وقد يكون لعلل أخرى مثل الإرسال والانقطاع والتدليس. [فقه]
الجريمة,الفعل الذي يُعتبر مخالفًا للقانون أو الشريعة ويعاقب عليه [فقه].
التصديق,الإقرار القلبي أو الذهني لمعلومة، وقد يرتبط بمفاهيم خاصة في الدين [فقه]
النَّحْوُ الدَّلالِيّ,مصطلح لغوي حاسوب يعبر عن نظام من القواعد تستخدم لوضع برامج معالجة اللغة الطبيعية مع تضمين المعلومات الدلالية. [لغة]
الهاتف,كل متكلم خفي عن الأبصار [لغة]
نُقْطَةٌ طَرَفِيَّة,نقطة تتميز بأنها ليست داخل أي قطعة مستقيمة ضمن مجموعة جزئية محدبة، تُستخدم في مجالات الرياضيات مثل [الهندسة] و[التحليل الرياضي].
عالِم سلالة,مصطلح يُستعمل للدلالة على الباحث المتخصص في علم الإنسان التحليلي، والمعنيّ بقضاياه [علم الإنسان]
طبعة,الإصدار من نص أو كتاب، وقد يتضمن اهداها أو بروتوكولات النشر. [لغة]
الدعوة,هي دعوة الناس للالتزام بفكرة أو منهج معين [لغة]
الشكور,صفة من صفات الله تدل على قبوله القليل من العمل وكثرة المغفرة. [فقه]
ثني,الرجوع أو التكرار، وتستخدم في سياقات الدلالة على العدد أو التأكيد. [لغة]
جِنَاسٌ لَفْظِي,تشابه لغوي بين كلمتين تُستخدم بنفس الشكل لكن بمعنى مختلف، يُستخدم في علم اللغة [لغة]
الخطاب الجماعي,مرحلة من مراحل الكتابة تتعلق بتبادل الأفكار بين مجموعة من الأفراد. [لغة]
منطقة تماسن,مصطلح لغوي اجتماعي يُشير إلى المنطقة الجغرافية التي تتماسن فيها لغتان أو لهجتان ضمن لغة واحدة؛ فتتقاربان إلى درجة التماثل. [لغة]
لُكْنَةُ الأَجْنَبيِّ,تعبر عن الطريقة المميزة لنطق المتحدثين بلغة غيرهم. [لغة]
الخبر,ما يخبر به عن شيء في الجملة، ويكون غالبًا اسمًا أو جملة. [نحو]
اللَّوح,الهواء بين الأرض والسماء [فقه]
التحليل النقدي,منهج يأتي بتحليل النصوص من وجهة نظر نقدية، كما في نقد اللغة. [لغة]
عبد الله بن حُذَافَة -رضي الله عنه-,عبد اللَّه بن حُذَافة بن قيس القرشي السهمي، صحابي جليل، من السابقين الأولين، يقال: شهد بدرًا، ومن مناقبه أن عمر وجّه جيشًا إلى الروم وفيهم عبد اللَّه بن حذافة فأسروه، فقال له ملك الروم: تنصّر أُشْرِكك في ملكي، فأبى، فأمر به فصُلب، وأمر برميه بالسهام، فلم يجزع، فأُنزل وأمر بقدر فصُبّ فيها الماء وأُغلي عليه، وأمر بإلقاء أسير فيها، فإذا عظامه تلوح، فأمر بإلقائه إلم يتنصر، فلما ذهبوا به بكى، فقال: رُدُّوه. فقال له: لم بكيتَ؟ قال: تمنيتُ أن لي مائة نفس تلقى هكذا في اللَّه. فعجب وقال: قبّل رأسي وأنا أُخلِّي عنك. فقال: وعن جميع أسارى المسلمين؟ قال: نعم. فقبّل رأسه، فخلّى بينهم، فقدم بهم على عمر، فقام عمر فقبّل رأسه، توفي نحو 33.
تنبؤات,توقعات قائمة على نماذج البيانات حول النتائج المستقبلية، تُستخدم في [التعلم الآلي].
مُخطَّط ارتباط,منحنى يبين الارتباط المفترض بين متغيرين رياضيين. [إحصاء]
الخشبتان,المسواك والخلال.
عقيدة,مجموعة من الإيمانيات أو المعتقدات التي يتبناها شخص أو مجموعة معينة [فقه]
الموضوع,في اللغة يعني الشيء الذي يتم الحديث عنه أو الحكم عليه، وفي المنطق يعني الطرف الذي تمت الإشارة إليه في جملة معينة [لغة] [منطق]
قسيم,ما يكون مقابلا لشئ آخر أو جزءا منه، مثل الاسم مقابل الفعل. [لغة]
مدير قاعدة البيانات,. شخص يُدير قواعد البيانات وأنظمتها، وهو مسؤول عن صيانتها.
مقياس تداخل فابري-بيرو,أداة تستعمل للكشف عن التداخل الضوئي في نظام يتكون من لوحين زجاجيين متوازيين، مُستخدم في التطبيقات العلمية لقياس خصائص الضوء [البصريات والضوئيات]
المثل,مساواة شيء بآخر يستخدم في سياق التقدير أو المقياس [رياضيات]
عصوبة,مصطلح يُستخدم في تحديد الأموال التي تكون للعصبة أو الأقارب، يظهر في سياق الميراث.
نِظَامٌ ثُنَائِي,نظام يصف الأرقام، يتكون من رقمين فقط: واحد، وصفر، ويُعتمد عليه في الحاسوب [تقنية]
الخارج,الشيء الذي يوجد في العالم الخارجي بعيدًا عن الذهن [فلسفة]
الثنوية,مذهب فلسفي يؤكد وجود قوتين متنازعتين في الكون، تستخدم في سياق الدراسات الفلسفية والدينية [فلسفة]
العملية التلافيفية,هي عملية رياضية تُستخدم في الشبكات العصبية التلافيفية لتطبيق مجموعة من الفلاتر على البيانات، بهدف استخراج الميزات المهمة من البيانات المدخلة [التعلم العميق]
الدخان,خليط من الجسيمات الصلبة والسوائل والجزيئات الغازية الناتجة عن الاحتراق أو التفكك الحراري لمواد معينة. [الكيمياء العامة]
الجوهري,هو الشيء الذي له وجود مستقل ويمكن أن يُقاس أو يُبحث في خصائصه الأساسية. [فلسفة]
تفاضل تام,هو عملية حسابية تتعلق بتغير الدالة في عدة متغيرات، تمثل الشروط القانونية للدالة لتكون تامة. [التفاضل والتكامل]
وظيفة اللعب,إحــدى الوَظائــفِ الــي أضافَتهــا اللغويــةُ التطبيقيــةُ، حيث تعني إمكانية استخدام النظام اللغوي بكفاءة. [لغة]
كُلِّيٌ ضَرب,يتعلق بالتعاون أو العمل المشترك بين مجموعة من المتغيرات أو العناصر. [الجبر]
لغة بدائية,مصطلح يُستعمل في علم النفس للدلالة على اللغة التي يستعملها الطفل قبل اكتمال قدرته على التواصل اللغوي باستعمال الكلام المفهوم [علم النفس التربوي]
رودوبسين,خضاب داكن أحمر اللون حساس للضوء، يُوجد في الشبكية، ويعتبر مهمًا للرؤية في الضوء الخافت [الكيمياء الحيوية]
الاسم,كلمة تدل على شخص، مكان، شيء أو فكرة [لغة]
